Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status
11/04/2025,PayPal Inc.,-0.74,Included (True Spend),,Financial Services,Personal,Other,Completed
11/04/2025,TARGET.COM,-3.88,Included (True Spend),,Grocery/Daily,Business/Main,General PayPal Debit Card Transaction,Completed
11/04/2025,MTA*NYCT PAYGO,-2.9,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
11/04/2025,MTA*NYCT PAYGO,-2.9,Included (True Spend),,Transportation,Personal,General Authorization,Completed
11/04/2025,CASH APP*AIZIHAER TUER,-0.74,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/04/2025,PayPal,2.9,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/04/2025,PayPal,-0.74,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/04/2025,CASH APP*AIZIHAER TUER,-0.74,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed
11/04/2025,REB NYC,-0.74,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
11/04/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Personal,Other,Completed
11/04/2025,Aizihaer Tuerxuntuoheti,0.72,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
11/04/2025,PayPal,0.74,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/04/2025,,0.74,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
11/03/2025,WONDER,-23.84,Included (True Spend),,Dining/Restaurants,Business/Main,General PayPal Debit Card Transaction,Completed
11/03/2025,Apple Services,-21.32,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
11/03/2025,Aizihaer Tuerxuntuoheti,-20.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
11/03/2025,LIVE GOOD PHARMACY INC,-18.67,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
11/03/2025,PayPal,-18.67,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
11/03/2025,PayPal,-18.62,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
11/03/2025,TST*XIAN FAMOUS FOODS,-18.62,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
11/03/2025,PayPal,-4.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,Apple Services,-10.88,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
11/03/2025,CASH APP*AIZIHAER TUER,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,CASH APP*AIZIHAER TUER,-10.0,Included (True Spend),,TRANSFER_TO_REVIEW,Personal,General PayPal Debit Card Transaction,Completed
11/03/2025,PayPal,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,Apple Services,-9.24,Included (True Spend),,Tech & Subs,Personal,PreApproved Payment Bill User Payment,Completed
11/03/2025,PayPal,-8.97,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,PayPal,-23.84,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
11/03/2025,WONDER,-23.84,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
11/03/2025,REB NYC,-200.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
11/03/2025,TARGET T-2850,-29.39,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
11/03/2025,PayPal,-48.45,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
11/03/2025,CURB MOBILITY,-48.45,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
11/03/2025,PayPal Inc.,-52.33,Included (True Spend),,Financial Services,Personal,Other,Completed
11/03/2025,PayPal,-52.33,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,CASH APP*AIZIHAER TUER,-52.33,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed
11/03/2025,CASH APP*AIZIHAER TUER,-52.33,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,TARGET.COM,-90.86,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
11/03/2025,PayPal,-90.86,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
11/03/2025,REB NYC,-100.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
11/03/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,CASH APP*AIZIHAER TUER,-100.0,Included (True Spend),,TRANSFER_TO_REVIEW,Personal,General PayPal Debit Card Transaction,Completed
11/03/2025,CASH APP*AIZIHAER TUER,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,Aizihaer Tuerxuntuoheti,-100.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
11/03/2025,PayPal,-8.88,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
11/03/2025,TST*MAMA PHO - GRAND S,-8.97,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,PayPal,-2.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,TARGET.COM,-8.88,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
11/03/2025,PayPal,7.25,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/03/2025,,200.0,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
11/03/2025,Aizihaer Tuerxuntuoheti,194.02,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
11/03/2025,,100.0,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
11/03/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
11/03/2025,PayPal,100.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/03/2025,Aizihaer Tuerxuntuoheti,97.01,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
11/03/2025,PayPal,52.33,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/03/2025,PayPal,23.84,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
11/03/2025,,21.76,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
11/03/2025,,21.02,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
11/03/2025,REB NYC,20.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
11/03/2025,PayPal,-7.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,,10.14,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
11/03/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/03/2025,,10.88,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
11/03/2025,PayPal,5.91,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/03/2025,PayPal,-4.16,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,Account Hold for Open Authorization,Pending
11/03/2025,SQ *DIVINE SNACKS,-7.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,SQ *DIVINE SNACKS,-7.25,Included (True Spend),,Dining/Restaurants,Personal,General PayPal Debit Card Transaction,Completed
11/03/2025,1037 NOSTRAND DELI LLC,-5.91,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
11/03/2025,PayPal,2.5,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/03/2025,CITIBIK*TEMP HOLD,-4.99,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,1037 NOSTRAND DELI LLC,-5.91,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
11/03/2025,T & T Organic Market I,-4.16,Excluded,Non-Finalized (Status: Pending),Excluded,Business/Main,General Authorization,Pending
11/03/2025,MTA*NYCT PAYGO,-2.9,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,PayPal,-2.9,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/03/2025,SQ *DIVINE SNACKS,-2.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/03/2025,SQ *DIVINE SNACKS,-2.5,Included (True Spend),,Dining/Restaurants,Personal,General PayPal Debit Card Transaction,Completed
11/02/2025,UBER   * EATS PENDING,-41.27,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/02/2025,T & T Organic Market I,-15.6,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
11/02/2025,T & T Organic Market I,-19.24,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/02/2025,PayPal,-19.24,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/02/2025,WWW.PAYWITHFOUR.COM,-31.68,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
11/02/2025,WWW.PAYWITHFOUR.COM,-31.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/02/2025,PayPal,-31.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/02/2025,Aizihaer Tuerxuntuoheti,-40.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
11/02/2025,1037 NOSTRAND DELI LLC,-13.52,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
11/02/2025,PayPal,-41.27,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/02/2025,T & T Organic Market I,-41.6,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
11/02/2025,T & T Organic Market I,-41.6,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
11/02/2025,PayPal,-41.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/02/2025,1037 NOSTRAND DELI LLC,-41.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/02/2025,REB NYC,-50.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
11/02/2025,Aizihaer Tuerxuntuoheti,-100.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
11/02/2025,REB NYC,-200.0,Included (True Spend),,Financial Services,Personal,Mobile Payment,Completed
11/02/2025,1037 NOSTRAND DELI LLC,-13.52,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
11/02/2025,T & T Organic Market I,-15.6,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
11/02/2025,1037 NOSTRAND DELI LLC,-5.91,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/02/2025,PayPal,15.6,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/02/2025,,200.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
11/02/2025,Aizihaer Tuerxuntuoheti,194.02,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
11/02/2025,,50.0,Excluded,Money In / Refund,Excluded,Personal,General Card Deposit,Completed
11/02/2025,Aizihaer Tuerxuntuoheti,48.5,Excluded,Money In / Refund,Excluded,Business/Main,Mobile Payment,Completed
11/02/2025,PayPal,41.6,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/02/2025,REB NYC,40.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
11/02/2025,PayPal,31.68,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/02/2025,REB NYC,100.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
11/02/2025,PayPal,13.52,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/02/2025,,0.44,Excluded,Money In / Refund,Excluded,Business/Main,Debit Card Cash Back Bonus,Completed
11/02/2025,PayPal Inc.,0.0,Included (True Spend),,Financial Services,Business/Main,Other,Completed
11/02/2025,T & T Organic Market I,-4.16,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
11/02/2025,T & T Organic Market I,-4.16,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
11/02/2025,PayPal,-5.91,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/02/2025,PayPal,4.16,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/01/2025,CASH APP*AIZIHAER TUER,-26.0,Included (True Spend),,TRANSFER_TO_REVIEW,Personal,General PayPal Debit Card Transaction,Completed
11/01/2025,1037 NOSTRAND DELI LLC,-15.6,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
11/01/2025,1037 NOSTRAND DELI LLC,-15.6,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
11/01/2025,UBER   *EATS,-22.53,Included (True Spend),,Transportation,Personal,General Authorization,Completed
11/01/2025,UBER   *EATS,-22.53,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
11/01/2025,PayPal,-26.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/01/2025,PayPal,-30.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/01/2025,CASH APP*AIZIHAER TUER,-26.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/01/2025,WWW.PAYWITHFOUR.COM,-30.5,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
11/01/2025,WWW.PAYWITHFOUR.COM,-30.5,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/01/2025,Uber Eats,-33.89,Included (True Spend),,Transportation,Business/Main,PreApproved Payment Bill User Payment,Completed
11/01/2025,Aizihaer Tuerxuntuoheti,-60.0,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,Mobile Payment,Completed
11/01/2025,T & T Organic Market I,-15.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/01/2025,PayPal,-15.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/01/2025,PayPal,-13.52,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/01/2025,1037 NOSTRAND DELI LLC,-13.52,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/01/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/01/2025,REB NYC,60.0,Excluded,Money In / Refund,Excluded,Personal,Mobile Payment,Completed
11/01/2025,PayPal,33.89,Excluded,Money In / Refund,Excluded,Business/Main,Reversal of General Account Hold,Completed
11/01/2025,PayPal,30.5,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/01/2025,PayPal,22.53,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/01/2025,PayPal,15.6,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/01/2025,PayPal,26.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
11/01/2025,T & T Organic Market I,-4.16,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
11/01/2025,PayPal,-4.16,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/01/2025,PayPal,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
11/01/2025,CASH APP*AIZIHAER TUER,-10.0,Included (True Spend),,TRANSFER_TO_REVIEW,Personal,General PayPal Debit Card Transaction,Completed
11/01/2025,CASH APP*AIZIHAER TUER,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
10/31/2025,PayPal,-22.53,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
10/31/2025,PayPal,-7.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
